500 249500
241 254 457
254 241 457
264 36 518
36 264 518
36 21 769
21 36 769
475 374 44
374 475 44
338 483 545
483 338 545
204 129 287
129 204 287
265 230 254
230 265 254
5 138 212
138 5 212
23 391 239
391 23 239
65 108 276
108 65 276
113 373 56
373 113 56
255 339 901
339 255 901
205 13 530
13 205 530
381 18 668
18 381 668
270 156 413
156 270 413
39 12 768
12 39 768
146 204 21
204 146 21
310 24 561
24 310 561
285 283 718
283 285 718
491 148 249
148 491 249
269 465 412
465 269 412
181 149 723
149 181 723
52 110 472
110 52 472
153 35 594
35 153 594
309 448 133
448 309 133
174 69 132
69 174 132
230 90 442
90 230 442
228 389 74
389 228 74
56 445 908
445 56 908
30 19 16
19 30 16
183 407 611
407 183 611
96 371 924
371 96 924
355 223 251
223 355 251
470 134 473
134 470 473
413 190 770
190 413 770
55 278 454
278 55 454
361 34 159
34 361 159
68 131 530
131 68 530
483 212 530
212 483 530
190 435 133
435 190 133
287 84 603
84 287 603
31 393 827
393 31 827
279 476 382
476 279 382
410 430 306
430 410 306
340 235 211
235 340 211
56 331 100
331 56 100
120 213 790
213 120 790
407 347 578
347 407 578
492 302 852
302 492 852
416 392 878
392 416 878
489 381 848
381 489 848
106 289 531
289 106 531
97 349 317
349 97 317
444 279 661
279 444 661
98 131 267
131 98 267
404 390 795
390 404 795
457 330 939
330 457 939
447 211 140
211 447 140
405 353 23
353 405 23
464 115 120
115 464 120
446 367 927
367 446 927
65 488 578
488 65 578
321 378 726
378 321 726
493 365 752
365 493 752
314 154 356
154 314 356
420 98 858
98 420 858
273 121 174
121 273 174
388 94 691
94 388 691
172 10 987
10 172 987
218 345 708
345 218 708
448 71 702
71 448 702
313 175 398
175 313 398
52 196 947
196 52 947
5 116 45
116 5 45
19 390 129
390 19 129
274 185 131
185 274 131
24 376 120
376 24 120
420 434 540
434 420 540
465 2 633
2 465 633
336 393 114
393 336 114
449 179 768
179 449 768
244 278 788
278 244 788
173 179 572
179 173 572
478 338 381
338 478 381
196 288 307
288 196 307
441 403 756
403 441 756
120 171 181
171 120 181
34 54 937
54 34 937
164 359 898
359 164 898
424 189 736
189 424 736
351 310 642
310 351 642
190 294 588
294 190 588
196 251 572
251 196 572
378 323 339
323 378 339
337 36 566
36 337 566
202 71 972
71 202 972
139 235 331
235 139 331
169 321 977
321 169 977
483 112 653
112 483 653
129 52 636
52 129 636
179 249 739
249 179 739
361 18 522
18 361 522
333 9 109
9 333 109
173 142 859
142 173 859
316 145 91
145 316 91
70 471 44
471 70 44
445 90 119
90 445 119
406 106 18
106 406 18
347 233 678
233 347 678
285 413 792
413 285 792
479 230 290
230 479 290
391 493 109
493 391 109
287 232 31
232 287 31
165 87 92
87 165 92
183 466 440
466 183 440
226 340 647
340 226 647
419 187 881
187 419 881
97 324 794
324 97 794
241 303 376
303 241 376
383 226 14
226 383 14
274 220 475
220 274 475
61 304 859
304 61 859
187 443 515
443 187 515
274 388 198
388 274 198
93 328 424
328 93 424
433 476 343
476 433 343
120 209 292
209 120 292
232 269 178
269 232 178
98 44 398
44 98 398
74 457 54
457 74 54
433 415 905
415 433 905
420 99 98
99 420 98
471 192 427
192 471 427
319 121 696
121 319 696
374 2 787
2 374 787
124 428 596
428 124 596
179 361 11
361 179 11
436 333 574
333 436 574
356 284 672
284 356 672
327 476 451
476 327 451
75 453 206
453 75 206
18 402 522
402 18 522
253 499 194
499 253 194
375 196 597
196 375 597
195 379 353
379 195 353
374 92 717
92 374 717
291 18 62
18 291 62
315 198 891
198 315 891
196 325 143
325 196 143
451 200 396
200 451 396
450 246 123
246 450 123
146 195 93
195 146 93
273 152 601
152 273 601
15 83 220
83 15 220
406 202 197
202 406 197
340 406 580
406 340 580
89 356 326
356 89 326
64 355 21
355 64 21
158 424 520
424 158 520
360 188 899
188 360 899
222 41 682
41 222 682
175 309 704
309 175 704
277 449 595
449 277 595
474 404 975
404 474 975
167 310 907
310 167 907
108 18 233
18 108 233
172 373 607
373 172 607
479 395 485
395 479 485
378 163 15
163 378 15
452 57 49
57 452 49
127 366 106
366 127 106
170 259 383
259 170 383
119 207 209
207 119 209
376 185 590
185 376 590
336 203 175
203 336 175
361 77 134
77 361 134
395 226 614
226 395 614
290 64 344
64 290 344
306 431 797
431 306 797
363 481 276
481 363 276
298 193 822
193 298 822
434 260 477
260 434 477
457 110 186
110 457 186
205 188 800
188 205 800
495 252 145
252 495 145
294 16 665
16 294 665
104 221 291
221 104 291
426 490 543
490 426 543
112 354 518
354 112 518
145 258 827
258 145 827
107 296 532
296 107 532
296 449 28
449 296 28
181 84 592
84 181 592
50 101 514
101 50 514
87 143 983
143 87 983
325 221 880
221 325 880
208 78 128
78 208 128
429 120 775
120 429 775
375 154 359
154 375 359
56 18 273
18 56 273
199 2 851
2 199 851
237 295 64
295 237 64
241 326 242
326 241 242
450 143 637
143 450 637
112 77 21
77 112 21
298 133 39
133 298 39
71 184 393
184 71 393
292 496 861
496 292 861
94 139 498
139 94 498
488 360 65
360 488 65
3 209 858
209 3 858
323 453 790
453 323 790
121 438 181
438 121 181
247 467 656
467 247 656
273 369 939
369 273 939
476 13 435
13 476 435
189 107 926
107 189 926
188 96 287
96 188 287
348 315 828
315 348 828
117 138 281
138 117 281
259 111 572
111 259 572
440 303 46
303 440 46
219 121 294
121 219 294
419 408 69
408 419 69
29 431 125
431 29 125
477 70 582
70 477 582
281 418 897
418 281 897
146 499 314
499 146 314
438 155 361
155 438 361
155 345 258
345 155 258
466 87 386
87 466 386
388 169 667
169 388 667
128 45 659
45 128 659
371 191 658
191 371 658
185 130 665
130 185 665
398 140 794
140 398 794
405 337 52
337 405 52
231 5 470
5 231 470
495 413 529
413 495 529
330 220 695
220 330 695
124 478 532
478 124 532
28 309 474
309 28 474
111 166 944
166 111 944
189 441 788
441 189 788
265 226 272
226 265 272
261 491 802
491 261 802
267 276 875
276 267 875
280 461 962
461 280 962
455 276 3
276 455 3
248 417 769
417 248 769
326 189 882
189 326 882
318 343 649
343 318 649
434 44 352
44 434 352
329 492 67
492 329 67
229 174 696
174 229 696
409 306 657
306 409 657
224 113 786
113 224 786
227 362 703
362 227 703
496 188 892
188 496 892
378 6 588
6 378 588
158 314 848
314 158 848
207 334 883
334 207 883
409 368 824
368 409 824
48 180 663
180 48 663
276 394 366
394 276 366
111 3 941
3 111 941
246 209 49
209 246 49
287 328 241
328 287 241
187 360 904
360 187 904
315 255 623
255 315 623
292 190 586
190 292 586
79 324 419
324 79 419
343 185 36
185 343 36
166 233 888
233 166 888
310 195 649
195 310 649
329 266 22
266 329 22
189 23 189
23 189 189
481 338 732
338 481 732
128 322 869
322 128 869
136 265 874
265 136 874
303 498 114
498 303 114
465 193 115
193 465 115
490 28 944
28 490 944
257 402 986
402 257 986
426 489 346
489 426 346
191 363 149
363 191 149
189 478 966
478 189 966
234 93 456
93 234 456
262 390 565
390 262 565
16 376 197
376 16 197
460 10 327
10 460 327
41 142 278
142 41 278
477 127 972
127 477 972
403 116 318
116 403 318
161 285 221
285 161 221
336 497 807
497 336 807
356 312 87
312 356 87
184 49 571
49 184 571
181 278 81
278 181 81
149 448 879
448 149 879
366 494 404
494 366 404
440 101 998
101 440 998
157 480 27
480 157 27
114 49 194
49 114 194
181 397 213
397 181 213
362 27 647
27 362 647
363 476 526
476 363 526
195 447 745
447 195 745
189 352 185
352 189 185
313 444 359
444 313 359
145 471 224
471 145 224
123 253 75
253 123 75
472 76 648
76 472 648
352 75 511
75 352 511
58 127 550
127 58 550
248 331 87
331 248 87
242 33 400
33 242 400
46 158 321
158 46 321
249 434 986
434 249 986
73 362 634
362 73 634
497 105 743
105 497 743
293 155 64
155 293 64
437 194 31
194 437 31
462 393 468
393 462 468
14 142 254
142 14 254
0 68 969
68 0 969
486 493 258
493 486 258
250 100 380
100 250 380
0 50 865
50 0 865
437 97 897
97 437 897
385 464 617
464 385 617
293 5 707
5 293 707
294 73 676
73 294 676
132 418 287
418 132 287
313 6 19
6 313 19
314 408 237
408 314 237
103 5 134
5 103 134
488 470 103
470 488 103
465 74 542
74 465 542
188 395 310
395 188 310
321 166 597
166 321 597
141 35 238
35 141 238
204 441 229
441 204 229
17 299 249
299 17 249
183 207 486
207 183 486
287 213 972
213 287 972
127 35 75
35 127 75
249 136 540
136 249 540
323 30 863
30 323 863
110 268 892
268 110 892
128 365 33
365 128 33
185 106 756
106 185 756
415 171 157
171 415 157
278 438 5
438 278 5
241 58 249
58 241 249
369 424 282
424 369 282
385 379 371
379 385 371
342 64 829
64 342 829
119 414 474
414 119 474
400 294 570
294 400 570
457 210 93
210 457 93
157 447 899
447 157 899
404 28 796
28 404 796
153 250 72
250 153 72
287 135 452
135 287 452
10 478 516
478 10 516
212 489 264
489 212 264
169 51 357
51 169 357
366 435 416
435 366 416
6 173 320
173 6 320
394 465 272
465 394 272
198 476 602
476 198 602
127 77 627
77 127 627
339 418 243
418 339 243
452 496 985
496 452 985
171 431 401
431 171 401
74 63 129
63 74 129
400 200 875
200 400 875
365 324 73
324 365 73
193 426 788
426 193 788
237 52 828
52 237 828
155 147 189
147 155 189
476 100 685
100 476 685
468 363 300
363 468 300
276 289 863
289 276 863
405 189 915
189 405 915
133 407 591
407 133 591
462 30 420
30 462 420
451 119 824
119 451 824
279 127 472
127 279 472
468 103 72
103 468 72
153 417 195
417 153 195
473 133 495
133 473 495
101 422 710
422 101 710
7 464 978
464 7 978
69 198 823
198 69 823
137 321 465
321 137 465
141 368 567
368 141 567
113 336 671
336 113 671
185 342 88
342 185 88
232 315 221
315 232 221
496 438 776
438 496 776
460 268 268
268 460 268
331 337 966
337 331 966
449 328 732
328 449 732
242 470 100
470 242 100
309 435 789
435 309 789
332 121 131
121 332 131
433 67 342
67 433 342
223 343 802
343 223 802
282 492 809
492 282 809
145 488 610
488 145 610
326 220 852
220 326 852
296 173 14
173 296 14
346 204 945
204 346 945
119 410 95
410 119 95
270 358 111
358 270 111
261 174 596
174 261 596
101 428 65
428 101 65
279 1 269
1 279 269
75 174 283
174 75 283
159 340 130
340 159 130
101 477 232
477 101 232
395 228 794
228 395 794
106 191 907
191 106 907
349 88 580
88 349 580
259 375 403
375 259 403
97 276 181
276 97 181
475 450 547
450 475 547
187 84 670
84 187 670
212 127 460
127 212 460
385 489 450
489 385 450
223 393 752
393 223 752
116 336 24
336 116 24
213 112 557
112 213 557
58 469 533
469 58 533
407 352 465
352 407 465
26 91 677
91 26 677
62 143 501
143 62 501
161 388 244
388 161 244
37 453 356
453 37 356
248 167 305
167 248 305
452 132 832
132 452 832
395 162 486
162 395 486
299 76 981
76 299 981
300 124 0
124 300 0
229 417 124
417 229 124
364 29 968
29 364 968
415 181 767
181 415 767
395 405 665
405 395 665
323 447 556
447 323 556
70 493 993
493 70 993
499 474 146
474 499 146
123 326 875
326 123 875
393 450 13
450 393 13
252 453 70
453 252 70
494 92 599
92 494 599
294 473 92
473 294 92
287 472 418
472 287 418
340 399 674
399 340 674
164 66 68
66 164 68
53 14 215
14 53 215
157 319 285
319 157 285
71 181 470
181 71 470
415 357 626
357 415 626
185 142 74
142 185 74
282 303 914
303 282 914
78 248 898
248 78 898
386 298 803
298 386 803
252 365 960
365 252 960
238 395 281
395 238 281
388 117 199
117 388 199
384 388 169
388 384 169
19 43 84
43 19 84
152 316 238
316 152 238
76 318 976
318 76 976
323 99 438
99 323 438
142 413 722
413 142 722
31 382 921
382 31 921
128 478 157
478 128 157
368 499 176
499 368 176
412 435 229
435 412 229
137 450 382
450 137 382
207 353 776
353 207 776
252 458 122
458 252 122
42 453 388
453 42 388
264 336 770
336 264 770
185 464 600
464 185 600
100 223 597
223 100 597
387 305 86
305 387 86
99 430 364
430 99 364
468 44 428
44 468 428
316 127 333
127 316 333
68 280 920
280 68 920
287 224 997
224 287 997
338 35 77
35 338 77
227 317 412
317 227 412
420 460 220
460 420 220
77 200 36
200 77 36
364 424 385
424 364 385
106 320 927
320 106 927
128 228 671
228 128 671
466 115 748
115 466 748
475 413 931
413 475 931
389 73 778
73 389 778
218 7 425
7 218 425
438 199 549
199 438 549
85 380 675
380 85 675
471 338 495
338 471 495
21 380 857
380 21 857
137 183 813
183 137 813
76 382 362
382 76 362
443 281 300
281 443 300
271 365 452
365 271 452
27 295 320
295 27 320
52 75 165
75 52 165
198 364 902
364 198 902
174 200 645
200 174 645
36 144 926
144 36 926
37 187 981
187 37 981
428 216 764
216 428 764
125 335 557
335 125 557
299 36 202
36 299 202
187 32 481
32 187 481
24 203 716
203 24 716
483 92 403
92 483 403
205 106 593
106 205 593
150 170 406
170 150 406
34 496 975
496 34 975
185 384 529
384 185 529
373 268 10
268 373 10
249 324 726
324 249 726
481 401 81
401 481 81
303 49 787
49 303 787
261 142 937
142 261 937
431 401 583
401 431 583
492 42 941
42 492 941
379 390 268
390 379 268
395 160 538
160 395 538
123 136 720
136 123 720
375 425 856
425 375 856
488 420 146
420 488 146
271 321 729
321 271 729
152 344 73
344 152 73
194 137 952
137 194 952
436 257 721
257 436 721
63 407 510
407 63 510
459 67 49
67 459 49
178 157 172
157 178 172
48 88 604
88 48 604
444 245 590
245 444 590
411 245 913
245 411 913
48 49 350
49 48 350
281 372 984
372 281 984
182 403 641
403 182 641
9 327 931
327 9 931
306 272 177
272 306 177
248 487 743
487 248 743
6 165 620
165 6 620
407 66 322
66 407 322
65 337 236
337 65 236
130 470 460
470 130 460
114 152 215
152 114 215
107 210 489
210 107 489
478 316 350
316 478 350
8 430 776
430 8 776
257 269 872
269 257 872
449 285 260
285 449 260
97 211 184
211 97 184
419 172 798
172 419 798
258 281 580
281 258 580
236 449 931
449 236 931
394 49 939
49 394 939
176 325 548
325 176 548
446 49 725
49 446 725
274 428 271
428 274 271
120 481 410
481 120 410
304 401 934
401 304 934
174 361 458
361 174 458
196 456 181
456 196 181
229 318 183
318 229 183
463 226 520
226 463 520
71 1 592
1 71 592
345 268 760
268 345 760
169 442 973
442 169 973
423 35 790
35 423 790
471 343 971
343 471 971
343 329 701
329 343 701
331 209 197
209 331 197
403 210 141
210 403 141
486 5 128
5 486 128
102 135 201
135 102 201
377 22 991
22 377 991
348 365 315
365 348 315
16 57 60
57 16 60
376 368 888
368 376 888
462 200 598
200 462 598
160 4 192
4 160 192
28 342 197
342 28 197
157 350 497
350 157 497
111 485 50
485 111 50
488 7 42
7 488 42
188 224 709
224 188 709
225 141 331
141 225 331
72 415 709
415 72 709
164 182 283
182 164 283
208 63 126
63 208 126
476 403 683
403 476 683
461 306 23
306 461 23
320 348 63
348 320 63
134 287 499
287 134 499
71 2 858
2 71 858
375 128 417
128 375 417
83 191 543
191 83 543
298 332 551
332 298 551
30 68 294
68 30 294
318 68 233
68 318 233
115 491 587
491 115 587
325 437 721
437 325 721
200 65 138
65 200 138
181 273 371
273 181 371
52 370 169
370 52 169
236 273 342
273 236 342
226 140 184
140 226 184
108 209 830
209 108 830
63 393 472
393 63 472
3 219 909
219 3 909
326 214 55
214 326 55
181 305 299
305 181 299
51 326 35
326 51 35
328 420 485
420 328 485
309 336 379
336 309 379
282 339 950
339 282 950
43 63 221
63 43 221
370 277 629
277 370 629
304 24 810
24 304 810
462 175 213
175 462 213
337 444 907
444 337 907
456 182 614
182 456 614
137 102 100
102 137 100
446 438 831
438 446 831
80 129 781
129 80 781
354 346 821
346 354 821
483 150 197
150 483 197
372 359 253
359 372 253
62 123 545
123 62 545
79 436 69
436 79 69
367 472 367
472 367 367
448 102 500
102 448 500
424 146 206
146 424 206
270 320 190
320 270 190
272 17 687
17 272 687
46 490 676
490 46 676
153 159 197
159 153 197
20 483 916
483 20 916
468 437 416
437 468 416
244 84 623
84 244 623
165 139 773
139 165 773
367 251 718
251 367 718
44 103 122
103 44 122
196 148 347
148 196 347
9 433 136
433 9 136
472 123 774
123 472 774
409 391 870
391 409 870
345 366 237
366 345 237
228 227 588
227 228 588
456 94 839
94 456 839
442 0 538
0 442 538
442 347 318
347 442 318
103 56 915
56 103 915
390 35 790
35 390 790
135 0 494
0 135 494
89 383 722
383 89 722
316 471 530
471 316 530
262 162 408
162 262 408
408 291 399
291 408 399
256 462 319
462 256 319
316 65 727
65 316 727
108 473 361
473 108 361
398 255 267
255 398 267
385 255 761
255 385 761
336 142 962
142 336 962
124 127 362
127 124 362
81 35 5
35 81 5
480 143 967
143 480 967
151 460 385
460 151 385
230 43 711
43 230 711
73 88 124
88 73 124
192 326 731
326 192 731
221 493 147
493 221 147
183 212 756
212 183 756
160 339 118
339 160 118
241 226 123
226 241 123
443 76 182
76 443 182
225 391 497
391 225 497
94 316 937
316 94 937
218 360 763
360 218 763
449 166 768
166 449 768
23 11 915
11 23 915
58 223 671
223 58 671
207 460 397
460 207 397
264 69 447
69 264 447
53 287 160
287 53 160
317 89 678
89 317 678
375 241 179
241 375 179
16 52 320
52 16 320
132 437 535
437 132 535
192 397 932
397 192 932
132 328 862
328 132 862
186 467 22
467 186 22
200 440 520
440 200 520
19 136 834
136 19 834
6 19 977
19 6 977
394 211 375
211 394 375
178 143 743
143 178 743
376 265 919
265 376 919
414 233 941
233 414 941
269 141 993
141 269 993
61 14 235
14 61 235
205 409 889
409 205 889
75 463 85
463 75 85
434 334 63
334 434 63
180 46 790
46 180 790
358 189 885
189 358 885
296 246 761
246 296 761
61 166 175
166 61 175
146 459 944
459 146 944
138 460 857
460 138 857
453 397 143
397 453 143
323 334 602
334 323 602
181 375 488
375 181 488
477 473 601
473 477 601
129 389 951
389 129 951
73 29 904
29 73 904
444 345 246
345 444 246
225 336 558
336 225 558
456 77 429
77 456 429
115 371 582
371 115 582
342 211 911
211 342 911
316 164 154
164 316 154
307 293 896
293 307 896
2 461 810
461 2 810
36 183 118
183 36 118
470 325 74
325 470 74
400 254 842
254 400 842
300 370 565
370 300 565
234 212 128
212 234 128
293 4 188
4 293 188
86 400 298
400 86 298
305 178 665
178 305 665
159 139 475
139 159 475
7 198 863
198 7 863
42 316 686
316 42 686
367 390 86
390 367 86
386 344 150
344 386 150
289 72 827
72 289 827
329 10 580
10 329 580
258 292 327
292 258 327
249 120 334
120 249 334
447 483 377
483 447 377
96 6 107
6 96 107
70 91 346
91 70 346
319 175 873
175 319 873
475 11 917
11 475 917
60 372 218
372 60 218
176 394 667
394 176 667
199 4 720
4 199 720
445 364 847
364 445 847
94 38 492
38 94 492
401 291 764
291 401 764
229 303 33
303 229 33
384 267 422
267 384 422
225 327 795
327 225 795
200 16 946
16 200 946
168 87 885
87 168 885
278 232 214
232 278 214
395 313 369
313 395 369
428 49 137
49 428 137
351 275 316
275 351 316
498 71 672
71 498 672
39 34 62
34 39 62
495 18 752
18 495 752
499 466 478
466 499 478
348 175 829
175 348 829
337 26 456
26 337 456
27 325 915
325 27 915
199 187 240
187 199 240
133 442 729
442 133 729
493 58 143
58 493 143
471 304 923
304 471 923
171 479 104
479 171 104
8 357 561
357 8 561
88 191 648
191 88 648
201 58 100
58 201 100
189 257 640
257 189 640
281 390 582
390 281 582
362 449 259
449 362 259
402 178 811
178 402 811
0 2 304
2 0 304
46 226 823
226 46 823
178 354 739
354 178 739
161 197 121
197 161 121
13 40 698
40 13 698
318 334 312
334 318 312
369 121 859
121 369 859
372 302 15
302 372 15
368 411 413
411 368 413
94 235 409
235 94 409
474 281 586
281 474 586
283 7 808
7 283 808
162 96 715
96 162 715
373 320 17
320 373 17
240 188 780
188 240 780
154 282 367
282 154 367
164 321 697
321 164 697
458 457 556
457 458 556
266 132 113
132 266 113
488 267 997
267 488 997
223 404 851
404 223 851
463 445 632
445 463 632
351 32 645
32 351 645
79 54 197
54 79 197
495 366 830
366 495 830
478 206 597
206 478 597
267 336 423
336 267 423
471 368 68
368 471 68
475 90 691
90 475 691
19 323 971
323 19 971
107 289 565
289 107 565
226 125 340
125 226 340
197 345 408
345 197 408
209 481 709
481 209 709
482 59 142
59 482 142
310 1 833
1 310 833
364 479 241
479 364 241
323 268 806
268 323 806
402 245 147
245 402 147
451 443 907
443 451 907
468 29 823
29 468 823
32 402 975
402 32 975
34 307 898
307 34 898
242 281 697
281 242 697
409 145 529
145 409 529
297 308 723
308 297 723
395 307 174
307 395 174
335 114 535
114 335 535
206 151 39
151 206 39
457 39 884
39 457 884
81 460 817
460 81 817
138 260 270
260 138 270
430 388 697
388 430 697
163 384 439
384 163 439
409 217 388
217 409 388
467 220 428
220 467 428
431 97 583
97 431 583
248 60 397
60 248 397
387 172 20
172 387 20
100 179 950
179 100 950
488 376 799
376 488 799
63 391 535
391 63 535
354 343 839
343 354 839
115 412 580
412 115 580
360 7 891
7 360 891
24 483 322
483 24 322
121 418 923
418 121 923
103 260 289
260 103 289
176 225 847
225 176 847
368 340 759
340 368 759
448 275 244
275 448 244
308 135 487
135 308 487
392 361 873
361 392 873
485 23 335
23 485 335
68 252 799
252 68 799
43 324 15
324 43 15
31 8 633
8 31 633
193 461 373
461 193 373
430 229 789
229 430 789
174 90 14
90 174 14
409 407 851
407 409 851
340 132 358
132 340 358
420 342 223
342 420 223
96 357 754
357 96 754
104 342 799
342 104 799
418 216 929
216 418 929
366 498 10
498 366 10
7 172 101
172 7 101
373 433 860
433 373 860
306 417 850
417 306 850
469 201 272
201 469 272
326 308 228
308 326 228
21 459 146
459 21 146
399 224 259
224 399 259
323 411 870
411 323 870
386 390 516
390 386 516
365 368 544
368 365 544
334 70 816
70 334 816
189 43 122
43 189 122
209 182 984
182 209 984
469 34 82
34 469 82
383 119 623
119 383 623
113 15 509
15 113 509
483 233 22
233 483 22
193 267 7
267 193 7
441 28 604
28 441 604
51 305 426
305 51 426
250 263 806
263 250 806
53 374 189
374 53 189
302 392 358
392 302 358
325 387 809
387 325 809
184 401 462
401 184 462
67 28 586
28 67 586
493 281 429
281 493 429
331 127 32
127 331 32
317 425 854
425 317 854
8 74 424
74 8 424
233 369 214
369 233 214
196 347 495
347 196 495
9 214 291
214 9 291
136 98 885
98 136 885
69 36 705
36 69 705
192 498 374
498 192 374
212 328 129
328 212 129
398 289 714
289 398 714
267 355 410
355 267 410
203 202 776
202 203 776
336 218 453
218 336 453
334 93 923
93 334 923
176 256 1
256 176 1
120 173 233
173 120 233
439 227 111
227 439 111
133 363 596
363 133 596
373 27 365
27 373 365
54 253 240
253 54 240
45 143 234
143 45 234
73 251 587
251 73 587
207 416 308
416 207 308
146 143 419
143 146 419
131 358 15
358 131 15
319 423 388
423 319 388
346 141 775
141 346 775
287 78 242
78 287 242
237 152 549
152 237 549
440 63 799
63 440 799
356 371 945
371 356 945
351 290 429
290 351 429
210 157 248
157 210 248
485 46 595
46 485 595
126 173 81
173 126 81
173 53 159
53 173 159
313 483 753
483 313 753
231 458 490
458 231 490
331 475 299
475 331 299
7 117 572
117 7 572
359 259 1
259 359 1
69 416 249
416 69 249
54 314 196
314 54 196
33 487 629
487 33 629
375 394 103
394 375 103
339 193 568
193 339 568
352 431 365
431 352 365
211 190 718
190 211 718
145 130 153
130 145 153
286 2 528
2 286 528
214 418 648
418 214 648
260 486 814
486 260 814
105 300 607
300 105 607
324 21 273
21 324 273
192 152 230
152 192 230
227 395 918
395 227 918
14 249 446
249 14 446
47 206 513
206 47 513
465 354 773
354 465 773
303 20 878
20 303 878
455 480 335
480 455 335
208 311 51
311 208 51
362 42 765
42 362 765
54 195 347
195 54 347
74 66 378
66 74 378
176 487 521
487 176 521
189 304 727
304 189 727
462 107 99
107 462 99
340 414 79
414 340 79
236 88 115
88 236 115
287 450 158
450 287 158
205 251 28
251 205 28
118 261 923
261 118 923
113 262 713
262 113 713
427 221 812
221 427 812
120 136 244
136 120 244
332 88 704
88 332 704
214 375 100
375 214 100
231 173 71
173 231 71
493 386 499
386 493 499
214 198 971
198 214 971
126 59 995
59 126 995
97 302 209
302 97 209
472 402 980
402 472 980
98 382 768
382 98 768
254 308 951
308 254 951
27 347 409
347 27 409
258 20 481
20 258 481
126 459 878
459 126 878
37 306 475
306 37 475
347 398 977
398 347 977
467 152 285
152 467 285
418 32 985
32 418 985
493 212 721
212 493 721
192 54 811
54 192 811
151 218 682
218 151 682
385 85 360
85 385 360
345 335 759
335 345 759
341 365 540
365 341 540
142 271 927
271 142 927
492 153 430
153 492 430
210 335 528
335 210 528
480 267 603
267 480 603
464 20 673
20 464 673
161 356 433
356 161 433
364 204 938
204 364 938
183 46 804
46 183 804
223 387 754
387 223 754
440 3 396
3 440 396
211 282 388
282 211 388
451 403 93
403 451 93
431 22 696
22 431 696
252 174 376
174 252 376
426 479 132
479 426 132
149 366 886
366 149 886
3 22 220
22 3 220
123 161 904
161 123 904
146 357 552
357 146 552
234 195 564
195 234 564
65 179 566
179 65 566
284 417 359
417 284 359
357 51 364
51 357 364
361 73 584
73 361 584
429 399 60
399 429 60
58 299 560
299 58 560
283 21 133
21 283 133
464 417 786
417 464 786
183 408 373
408 183 373
284 229 966
229 284 966
54 462 16
462 54 16
155 337 606
337 155 606
393 303 366
303 393 366
118 34 691
34 118 691
408 295 933
295 408 933
335 122 887
122 335 887
119 203 853
203 119 853
256 42 912
42 256 912
218 58 474
58 218 474
95 246 914
246 95 914
54 218 873
218 54 873
447 22 239
22 447 239
417 408 282
408 417 282
68 12 177
12 68 177
417 493 4
493 417 4
487 403 830
403 487 830
277 177 395
177 277 395
269 212 47
212 269 47
177 494 725
494 177 725
233 62 737
62 233 737
410 370 573
370 410 573
143 31 524
31 143 524
69 218 754
218 69 754
334 356 293
356 334 293
26 95 170
95 26 170
289 465 743
465 289 743
120 167 648
167 120 648
490 406 436
406 490 436
263 327 6
327 263 6
18 174 105
174 18 105
372 204 599
204 372 599
363 181 72
181 363 72
457 176 176
176 457 176
109 123 391
123 109 391
128 272 881
272 128 881
240 171 887
171 240 887
296 122 733
122 296 733
161 486 914
486 161 914
233 495 628
495 233 628
239 382 586
382 239 586
361 38 520
38 361 520
484 430 0
430 484 0
256 163 887
163 256 887
316 308 102
308 316 102
194 257 414
257 194 414
491 380 148
380 491 148
414 237 565
237 414 565
43 476 799
476 43 799
129 243 210
243 129 210
287 227 322
227 287 322
455 388 424
388 455 424
471 299 978
299 471 978
462 31 478
31 462 478
32 466 916
466 32 916
111 437 825
437 111 825
53 16 531
16 53 531
441 293 573
293 441 573
356 264 373
264 356 373
404 164 44
164 404 44
6 57 599
57 6 599
172 344 131
344 172 131
138 261 259
261 138 259
20 278 808
278 20 808
346 324 384
324 346 384
251 192 916
192 251 916
192 337 489
337 192 489
400 101 214
101 400 214
75 477 660
477 75 660
27 1 505
1 27 505
159 285 142
285 159 142
437 446 340
446 437 340
91 305 98
305 91 98
135 143 940
143 135 940
35 96 506
96 35 506
477 226 555
226 477 555
82 308 391
308 82 391
93 48 861
48 93 861
275 491 166
491 275 166
14 110 172
110 14 172
488 90 502
90 488 502
214 497 308
497 214 308
453 432 616
432 453 616
64 354 591
354 64 591
23 1 300
1 23 300
271 94 348
94 271 348
132 221 840
221 132 840
151 447 818
447 151 818
138 173 216
173 138 216
140 239 214
239 140 214
448 192 146
192 448 146
65 37 523
37 65 523
481 243 114
243 481 114
5 96 414
96 5 414
128 190 115
190 128 115
307 116 359
116 307 359
477 280 824
280 477 824
162 407 462
407 162 462
187 123 954
123 187 954
403 119 335
119 403 335
468 8 210
8 468 210
449 251 325
251 449 325
306 347 91
347 306 91
206 400 152
400 206 152
363 343 0
343 363 0
40 5 407
5 40 407
118 424 212
424 118 212
89 112 680
112 89 680
97 322 481
322 97 481
200 499 640
499 200 640
145 367 47
367 145 47
8 210 47
210 8 47
400 215 807
215 400 807
42 212 229
212 42 229
308 268 253
268 308 253
289 321 752
321 289 752
213 197 239
197 213 239
358 64 286
64 358 286
218 126 686
126 218 686
119 341 845
341 119 845
374 452 387
452 374 387
438 33 205
33 438 205
473 241 663
241 473 663
445 366 41
366 445 41
5 79 590
79 5 590
